Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
2378,に似て,,,,,,,,,,,,
2379,大,,,,,,,,,,,,
2380,ある日,,,,,,,,,,,,
2381,愚か,,,,,,,,,,,,
2382,玉,,,,,,,,,,,,
2383,せいぜい,,,,,,,,,,,,
2384,癖,,,,,,,,,,,,
2385,散る,,,,,,,,,,,,
2386,よっぽど,,,,,,,,,,,,
2387,維持,,,,,,,,,,,,
2388,案外,,,,,,,,,,,,
2389,散歩,,,,,,,,,,,,
2390,注目,,,,,,,,,,,,
2391,お互いに,,,,,,,,,,,,
2392,時間がかかる,,,,,,,,,,,,
2393,今のところ,,,,,,,,,,,,
2394,両方,,,,,,,,,,,,
2395,便利,,,,,,,,,,,,
2396,かねない,,,,,,,,,,,,
2397,代わる,,,,,,,,,,,,
2398,どのよう,,,,,,,,,,,,
2399,不自然,,,,,,,,,,,,
2400,転ぶ,,,,,,,,,,,,
2401,恨む,,,,,,,,,,,,
2402,一般,,,,,,,,,,,,
2403,乱れる,,,,,,,,,,,,
2404,前後,,,,,,,,,,,,
2405,どうしたん,,,,,,,,,,,,
2406,までもない,,,,,,,,,,,,
2407,生じる,,,,,,,,,,,,
2408,伺う,,,,,,,,,,,,
2409,聞かす,,,,,,,,,,,,
2410,以降,,,,,,,,,,,,
2411,引きずる,,,,,,,,,,,,
2412,びっくりした,,,,,,,,,,,,
2413,兄弟,,,,,,,,,,,,
2414,体験,,,,,,,,,,,,
2415,ものになる,,,,,,,,,,,,
2416,自宅,,,,,,,,,,,,
2417,強烈,,,,,,,,,,,,
2418,なさそう,,,,,,,,,,,,
2419,電車,,,,,,,,,,,,
2420,今では,,,,,,,,,,,,
2421,所属,,,,,,,,,,,,
2422,たび,,,,,,,,,,,,
2423,ところへ,,,,,,,,,,,,
2424,応じる,,,,,,,,,,,,
2425,陥る,,,,,,,,,,,,
2426,始末,,,,,,,,,,,,
2427,乾く,,,,,,,,,,,,
2428,真ん中,,,,,,,,,,,,
2429,旅行,,,,,,,,,,,,
2430,でして,,,,,,,,,,,,
2431,退屈,,,,,,,,,,,,
2432,指す,,,,,,,,,,,,
2433,除く,,,,,,,,,,,,
2434,生命,,,,,,,,,,,,
2435,手伝い,,,,,,,,,,,,
2436,飽きる,,,,,,,,,,,,
2437,かぶる,,,,,,,,,,,,
2438,魅力,,,,,,,,,,,,
2439,乗り越える,,,,,,,,,,,,
2440,役割,,,,,,,,,,,,
2441,飯,,,,,,,,,,,,
2442,犯す,,,,,,,,,,,,
2443,葉,,,,,,,,,,,,
2444,持ち主,,,,,,,,,,,,
2445,きっかけ,,,,,,,,,,,,
2446,根,,,,,,,,,,,,
2447,苦痛,,,,,,,,,,,,
2448,悲しみ,,,,,,,,,,,,
2449,丸,,,,,,,,,,,,
2450,これら,,,,,,,,,,,,
2451,方々,,,,,,,,,,,,
2452,もったいない,,,,,,,,,,,,
2453,疑い,,,,,,,,,,,,
2454,危機,,,,,,,,,,,,
2455,選択肢,,,,,,,,,,,,
2456,特徴,,,,,,,,,,,,
2457,汚い,,,,,,,,,,,,
2458,停止,,,,,,,,,,,,
2459,一杯,,,,,,,,,,,,
2460,くっつく,,,,,,,,,,,,
2461,伴う,,,,,,,,,,,,
2462,変更,,,,,,,,,,,,
2463,に比べ,,,,,,,,,,,,
2464,数える,,,,,,,,,,,,
2465,等,,,,,,,,,,,,
2466,挙げる,,,,,,,,,,,,
2467,勘弁,,,,,,,,,,,,
2468,事前,,,,,,,,,,,,
2469,いっそ,,,,,,,,,,,,
2470,証,,,,,,,,,,,,
2471,跡,,,,,,,,,,,,
2472,抜け出す,,,,,,,,,,,,
2473,実行,,,,,,,,,,,,
2474,相手にする,,,,,,,,,,,,
2475,次第に,,,,,,,,,,,,
2476,勝ち,,,,,,,,,,,,
2477,化,,,,,,,,,,,,
2478,対,,,,,,,,,,,,
2479,一方的,,,,,,,,,,,,
2480,酔う,,,,,,,,,,,,
2481,商品,,,,,,,,,,,,
2482,上下,,,,,,,,,,,,
2483,惜しい,,,,,,,,,,,,
2484,おめでとう,,,,,,,,,,,,
2485,下る,,,,,,,,,,,,
2486,かと思うと,,,,,,,,,,,,
2487,初,,,,,,,,,,,,
2488,順調,,,,,,,,,,,,
2489,優れる,,,,,,,,,,,,
2490,誇る,,,,,,,,,,,,
2491,対処,,,,,,,,,,,,
2492,調整,,,,,,,,,,,,
2493,夢を見る,,,,,,,,,,,,
2494,二度,,,,,,,,,,,,
2495,困難,,,,,,,,,,,,
2496,追加,,,,,,,,,,,,
2497,割る,,,,,,,,,,,,
2498,雇う,,,,,,,,,,,,
2499,愛情,,,,,,,,,,,,
2500,がち,,,,,,,,,,,,
2501,服装,,,,,,,,,,,,
2502,主に,,,,,,,,,,,,
2503,べく,,,,,,,,,,,,
2504,豊か,,,,,,,,,,,,
2505,悩み,,,,,,,,,,,,
2506,棚,,,,,,,,,,,,
2507,感じがする,,,,,,,,,,,,
2508,を通して,,,,,,,,,,,,
2509,この手,,,,,,,,,,,,
2510,保証,,,,,,,,,,,,
2511,設置,,,,,,,,,,,,
2512,近所,,,,,,,,,,,,
2513,再開,,,,,,,,,,,,
2514,たまる,,,,,,,,,,,,
2515,ぴったり,,,,,,,,,,,,
2516,疲れ,,,,,,,,,,,,
2517,体調,,,,,,,,,,,,
2518,かなう,,,,,,,,,,,,
2519,対する,,,,,,,,,,,,
2520,どちらも,,,,,,,,,,,,
2521,容易,,,,,,,,,,,,
2522,頭から,,,,,,,,,,,,
2523,できるだけ,,,,,,,,,,,,
2524,用いる,,,,,,,,,,,,
2525,付近,,,,,,,,,,,,
2526,筋,,,,,,,,,,,,
2527,数字,,,,,,,,,,,,
2528,務める,,,,,,,,,,,,
2529,追い出す,,,,,,,,,,,,
2530,施す,,,,,,,,,,,,
2531,叱る,,,,,,,,,,,,
2532,にしておく,,,,,,,,,,,,
2533,要素,,,,,,,,,,,,
2534,安定,,,,,,,,,,,,
2535,およそ,,,,,,,,,,,,
2536,場面,,,,,,,,,,,,
2537,一種,,,,,,,,,,,,
2538,季節,,,,,,,,,,,,
2539,こもる,,,,,,,,,,,,
2540,添える,,,,,,,,,,,,
2541,にもかかわらず,,,,,,,,,,,,
2542,かねる,,,,,,,,,,,,
2543,風景,,,,,,,,,,,,
2544,しつこい,,,,,,,,,,,,
2545,新聞,,,,,,,,,,,,
2546,不明,,,,,,,,,,,,
2547,今頃,,,,,,,,,,,,
2548,かわいそう,,,,,,,,,,,,
2549,憎む,,,,,,,,,,,,
2550,積極的,,,,,,,,,,,,
2551,前回,,,,,,,,,,,,
2552,真の,,,,,,,,,,,,
2553,成果,,,,,,,,,,,,
2554,に従って,,,,,,,,,,,,
2555,収める,,,,,,,,,,,,
2556,必要とする,,,,,,,,,,,,
2557,保護,,,,,,,,,,,,
2558,成立,,,,,,,,,,,,
2559,日本人,,,,,,,,,,,,
2560,下す,,,,,,,,,,,,
2561,申し上げる,,,,,,,,,,,,
2562,あちら,,,,,,,,,,,,
2563,評判,,,,,,,,,,,,
2564,一面,,,,,,,,,,,,
2565,関係者,,,,,,,,,,,,
2566,ふさわしい,,,,,,,,,,,,
2567,個人的,,,,,,,,,,,,
2568,いつから,,,,,,,,,,,,
2569,生かす,,,,,,,,,,,,
2570,入り込む,,,,,,,,,,,,
2571,年上,,,,,,,,,,,,
2572,最終的,,,,,,,,,,,,
2573,拒否,,,,,,,,,,,,
2574,家庭,,,,,,,,,,,,
2575,明確,,,,,,,,,,,,
2576,特定,,,,,,,,,,,,
2577,出てくる,,,,,,,,,,,,
2578,はるか,,,,,,,,,,,,
2579,そういうもの,,,,,,,,,,,,
2580,決断,,,,,,,,,,,,
2581,欠ける,,,,,,,,,,,,
2582,地位,,,,,,,,,,,,
2583,想定,,,,,,,,,,,,
2584,歓迎,,,,,,,,,,,,
2585,曲がる,,,,,,,,,,,,
2586,表面,,,,,,,,,,,,
2587,不足,,,,,,,,,,,,
2588,でないと,,,,,,,,,,,,
2589,近づける,,,,,,,,,,,,
2590,提供,,,,,,,,,,,,
2591,経過,,,,,,,,,,,,
2592,熱心,,,,,,,,,,,,
2593,出入り,,,,,,,,,,,,
2594,処分,,,,,,,,,,,,
2595,載る,,,,,,,,,,,,
2596,載せる,,,,,,,,,,,,
2597,意味がある,,,,,,,,,,,,
2598,規模,,,,,,,,,,,,
2599,詳細,,,,,,,,,,,,
2600,何回,,,,,,,,,,,,
2601,地域,,,,,,,,,,,,
2602,好む,,,,,,,,,,,,
2603,悲しむ,,,,,,,,,,,,
2604,よす,,,,,,,,,,,,
2605,始まり,,,,,,,,,,,,
2606,親子,,,,,,,,,,,,
2607,皮,,,,,,,,,,,,
2608,備える,,,,,,,,,,,,
2609,持ち込む,,,,,,,,,,,,
2610,成績,,,,,,,,,,,,
2611,指定,,,,,,,,,,,,
2612,頼み,,,,,,,,,,,,
2613,中には,,,,,,,,,,,,
2614,一見,,,,,,,,,,,,
2615,固める,,,,,,,,,,,,
2616,この中,,,,,,,,,,,,
2617,地方,,,,,,,,,,,,
2618,世界中,,,,,,,,,,,,
2619,下,,,,,,,,,,,,
2620,念のため,,,,,,,,,,,,
2621,大事にする,,,,,,,,,,,,
2622,義務,,,,,,,,,,,,
2623,世話,,,,,,,,,,,,
2624,見に行く,,,,,,,,,,,,
2625,肝心,,,,,,,,,,,,
2626,塗る,,,,,,,,,,,,
2627,なしに,,,,,,,,,,,,
2628,うっかり,,,,,,,,,,,,
2629,対抗,,,,,,,,,,,,
2630,本格的,,,,,,,,,,,,
2631,身につける,,,,,,,,,,,,
2632,模様,,,,,,,,,,,,
2633,おしまい,,,,,,,,,,,,
2634,発展,,,,,,,,,,,,
2635,記す,,,,,,,,,,,,
2636,作り,,,,,,,,,,,,
2637,性質,,,,,,,,,,,,
2638,ところから,,,,,,,,,,,,
2639,どうしたらいい,,,,,,,,,,,,
2640,慰める,,,,,,,,,,,,
2641,いざ,,,,,,,,,,,,
2642,分かれる,,,,,,,,,,,,
2643,代わり,,,,,,,,,,,,
2644,出会い,,,,,,,,,,,,
2645,座,,,,,,,,,,,,
2646,入り,,,,,,,,,,,,
2647,出身,,,,,,,,,,,,
2648,案,,,,,,,,,,,,
2649,実現,,,,,,,,,,,,
2650,当初,,,,,,,,,,,,
2651,文化,,,,,,,,,,,,
2652,変わり,,,,,,,,,,,,
2653,一定,,,,,,,,,,,,
2654,目に見える,,,,,,,,,,,,
2655,教わる,,,,,,,,,,,,
2656,したる,,,,,,,,,,,,
2657,引き出す,,,,,,,,,,,,
2658,指導,,,,,,,,,,,,
2659,かえって,,,,,,,,,,,,
2660,深刻,,,,,,,,,,,,
2661,一般的,,,,,,,,,,,,
2662,表す,,,,,,,,,,,,
2663,期間,,,,,,,,,,,,
2664,じっくり,,,,,,,,,,,,
2665,築く,,,,,,,,,,,,
2666,精神的,,,,,,,,,,,,
2667,極めて,,,,,,,,,,,,
2668,逃す,,,,,,,,,,,,
2669,焼ける,,,,,,,,,,,,
2670,敷く,,,,,,,,,,,,
2671,負担,,,,,,,,,,,,
2672,方針,,,,,,,,,,,,
2673,小学校,,,,,,,,,,,,
2674,争い,,,,,,,,,,,,
2675,争う,,,,,,,,,,,,
2676,賛成,,,,,,,,,,,,
2677,経る,,,,,,,,,,,,
2678,姿を見せる,,,,,,,,,,,,
2679,というものは,,,,,,,,,,,,
2680,取り上げる,,,,,,,,,,,,
2681,新鮮,,,,,,,,,,,,
2682,尽きる,,,,,,,,,,,,
2683,思い切る,,,,,,,,,,,,
2684,ものなら,,,,,,,,,,,,
2685,持ち出す,,,,,,,,,,,,
2686,重大,,,,,,,,,,,,
2687,共有,,,,,,,,,,,,
2688,勧める,,,,,,,,,,,,
2689,いいところ,,,,,,,,,,,,
2690,暮らし,,,,,,,,,,,,
2691,大切にする,,,,,,,,,,,,
2692,抗議,,,,,,,,,,,,
2693,割,,,,,,,,,,,,
2694,解釈,,,,,,,,,,,,
2695,夜中,,,,,,,,,,,,
2696,一致,,,,,,,,,,,,
2697,健康,,,,,,,,,,,,
2698,大いに,,,,,,,,,,,,
2699,その他,,,,,,,,,,,,
2700,にやっ,,,,,,,,,,,,
2701,余り,,,,,,,,,,,,
2702,社,,,,,,,,,,,,
2703,苦しみ,,,,,,,,,,,,
2704,挑戦,,,,,,,,,,,,
2705,何十,,,,,,,,,,,,
2706,建てる,,,,,,,,,,,,
2707,高まる,,,,,,,,,,,,
2708,よく言う,,,,,,,,,,,,
2709,毎年,,,,,,,,,,,,
2710,歩む,,,,,,,,,,,,
2711,根拠,,,,,,,,,,,,
2712,よそ,,,,,,,,,,,,
2713,数々,,,,,,,,,,,,
2714,午前,,,,,,,,,,,,
2715,高める,,,,,,,,,,,,
2716,余地,,,,,,,,,,,,
2717,来年,,,,,,,,,,,,
2718,足る,,,,,,,,,,,,
2719,からには,,,,,,,,,,,,
2720,利益,,,,,,,,,,,,
2721,英語,,,,,,,,,,,,
2722,最終,,,,,,,,,,,,
2723,中でも,,,,,,,,,,,,
2724,厚い,,,,,,,,,,,,
2725,改める,,,,,,,,,,,,
2726,悪くなる,,,,,,,,,,,,
2727,習う,,,,,,,,,,,,
2728,達成,,,,,,,,,,,,
2729,前提,,,,,,,,,,,,
2730,帰す,,,,,,,,,,,,
2731,減らす,,,,,,,,,,,,
2732,つなぐ,,,,,,,,,,,,
2733,分析,,,,,,,,,,,,
2734,役立つ,,,,,,,,,,,,
2735,長年,,,,,,,,,,,,
2736,一時的,,,,,,,,,,,,
2737,よくある,,,,,,,,,,,,
2738,生涯,,,,,,,,,,,,
2739,大胆,,,,,,,,,,,,
2740,こうした,,,,,,,,,,,,
2741,こだわる,,,,,,,,,,,,
2742,外,,,,,,,,,,,,
2743,共通,,,,,,,,,,,,
2744,制限,,,,,,,,,,,,
2745,質,,,,,,,,,,,,
2746,多数,,,,,,,,,,,,
2747,定める,,,,,,,,,,,,
2748,外出,,,,,,,,,,,,
2749,徹底的,,,,,,,,,,,,
2750,比較的,,,,,,,,,,,,
2751,実際は,,,,,,,,,,,,
2752,まとまる,,,,,,,,,,,,
2753,地元,,,,,,,,,,,,
2754,恵まれる,,,,,,,,,,,,
2755,経営,,,,,,,,,,,,
2756,中止,,,,,,,,,,,,
2757,検討,,,,,,,,,,,,
2758,働き,,,,,,,,,,,,
2759,引き上げる,,,,,,,,,,,,
2760,提出,,,,,,,,,,,,
2761,非難,,,,,,,,,,,,
2762,数年,,,,,,,,,,,,
2763,よくなる,,,,,,,,,,,,
2764,専門,,,,,,,,,,,,
2765,強める,,,,,,,,,,,,
2766,海外,,,,,,,,,,,,
2767,向け,,,,,,,,,,,,
2768,行方,,,,,,,,,,,,
2769,傾向,,,,,,,,,,,,
2770,ものにする,,,,,,,,,,,,
2771,以内,,,,,,,,,,,,
2772,はじめ,,,,,,,,,,,,
2773,後半,,,,,,,,,,,,
2774,関連,,,,,,,,,,,,
2775,議論,,,,,,,,,,,,
2776,拡大,,,,,,,,,,,,
2777,設ける,,,,,,,,,,,,
2778,努める,,,,,,,,,,,,
2779,日,,,,,,,,,,,,
2780,出席,,,,,,,,,,,,
2781,全国,,,,,,,,,,,,
2782,背景,,,,,,,,,,,,
2783,基準,,,,,,,,,,,,
2784,どのように,,,,,,,,,,,,
2785,思うように,,,,,,,,,,,,
2786,ある人,,,,,,,,,,,,
2787,身近,,,,,,,,,,,,
2788,幅,,,,,,,,,,,,
2789,強調,,,,,,,,,,,,
2790,見直す,,,,,,,,,,,,
2791,占める,,,,,,,,,,,,
2792,あたし,,,,,,,,,,,,
2793,魔法,,,,,,,,,,,,
2794,頷く,,,,,,,,,,,,
2795,剣,,,,,,,,,,,,
2796,呟く,,,,,,,,,,,,
2797,微笑む,,,,,,,,,,,,
2798,まぁ,,,,,,,,,,,,
2799,撫でる,,,,,,,,,,,,
2800,貴様,,,,,,,,,,,,
2801,っす,,,,,,,,,,,,
2802,眼,,,,,,,,,,,,
2803,屋敷,,,,,,,,,,,,
2804,殿,,,,,,,,,,,,
2805,居る,,,,,,,,,,,,
2806,美味しい,,,,,,,,,,,,
2807,貴族,,,,,,,,,,,,
2808,掴む,,,,,,,,,,,,
2809,お前ら,,,,,,,,,,,,
2810,すいません,,,,,,,,,,,,
2811,戦闘,,,,,,,,,,,,
2812,顔を上げる,,,,,,,,,,,,
2813,貰う,,,,,,,,,,,,
2814,わし,,,,,,,,,,,,
2815,騎士,,,,,,,,,,,,
2816,抱きしめる,,,,,,,,,,,,
2817,魔力,,,,,,,,,,,,
2818,魔,,,,,,,,,,,,
2819,軍,,,,,,,,,,,,
2820,撃つ,,,,,,,,,,,,
2821,王子,,,,,,,,,,,,
2822,凄い,,,,,,,,,,,,
2823,更に,,,,,,,,,,,,
2824,獣,,,,,,,,,,,,
2825,苦笑,,,,,,,,,,,,
2826,デート,,,,,,,,,,,,
2827,呆れる,,,,,,,,,,,,
2828,手を伸ばす,,,,,,,,,,,,
2829,己,,,,,,,,,,,,
2830,拳,,,,,,,,,,,,
2831,指先,,,,,,,,,,,,
2832,漏らす,,,,,,,,,,,,
2833,喋る,,,,,,,,,,,,
2834,うむ,,,,,,,,,,,,
2835,悪魔,,,,,,,,,,,,
2836,わたくし,,,,,,,,,,,,
2837,睨む,,,,,,,,,,,,
2838,声を上げる,,,,,,,,,,,,
2839,さぁ,,,,,,,,,,,,
2840,見開く,,,,,,,,,,,,
2841,上手い,,,,,,,,,,,,
2842,お兄ちゃん,,,,,,,,,,,,
2843,御,,,,,,,,,,,,
2844,お腹,,,,,,,,,,,,
2845,何故,,,,,,,,,,,,
2846,溢れる,,,,,,,,,,,,
2847,見下ろす,,,,,,,,,,,,
2848,老人,,,,,,,,,,,,
2849,気持ちいい,,,,,,,,,,,,
2850,一同,,,,,,,,,,,,
2851,死体,,,,,,,,,,,,
2852,為,,,,,,,,,,,,
2853,青年,,,,,,,,,,,,
2854,学園,,,,,,,,,,,,
2855,元々,,,,,,,,,,,,
2856,口元,,,,,,,,,,,,
2857,舐める,,,,,,,,,,,,
2858,戸惑う,,,,,,,,,,,,
2859,お姉ちゃん,,,,,,,,,,,,
2860,ママ,,,,,,,,,,,,
2861,母さん,,,,,,,,,,,,
2862,携帯,,,,,,,,,,,,
2863,音を立てる,,,,,,,,,,,,
2864,姫,,,,,,,,,,,,
2865,四人,,,,,,,,,,,,
2866,一撃,,,,,,,,,,,,
2867,震わせる,,,,,,,,,,,,
2868,首を振る,,,,,,,,,,,,
2869,野郎,,,,,,,,,,,,
2870,肉体,,,,,,,,,,,,
2871,操る,,,,,,,,,,,,
2872,っち,,,,,,,,,,,,
2873,恐らく,,,,,,,,,,,,
2874,想い,,,,,,,,,,,,
2875,目を閉じる,,,,,,,,,,,,
2876,馬車,,,,,,,,,,,,
2877,撮る,,,,,,,,,,,,
2878,私達,,,,,,,,,,,,
2879,けれども,,,,,,,,,,,,
2880,君たち,,,,,,,,,,,,
2881,親父,,,,,,,,,,,,
2882,ヤバい,,,,,,,,,,,,
2883,兵士,,,,,,,,,,,,
2884,矢,,,,,,,,,,,,
2885,見回す,,,,,,,,,,,,
2886,護衛,,,,,,,,,,,,
2887,お嬢様,,,,,,,,,,,,
2888,兵,,,,,,,,,,,,
2889,首を傾げる,,,,,,,,,,,,
2890,酷い,,,,,,,,,,,,
2891,おじさん,,,,,,,,,,,,
2892,僕たち,,,,,,,,,,,,
2893,ちょっ,,,,,,,,,,,,
2894,今更,,,,,,,,,,,,
2895,奴ら,,,,,,,,,,,,
2896,おはようございます,,,,,,,,,,,,
2897,王国,,,,,,,,,,,,
2898,手を振る,,,,,,,,,,,,
2899,くそ,,,,,,,,,,,,
2900,怯える,,,,,,,,,,,,
2901,ていうか,,,,,,,,,,,,
2902,お前たち,,,,,,,,,,,,
2903,飲み込む,,,,,,,,,,,,
2904,立ち止まる,,,,,,,,,,,,
2905,程,,,,,,,,,,,,
2906,ええと,,,,,,,,,,,,
2907,照れる,,,,,,,,,,,,
2908,戦場,,,,,,,,,,,,
2909,斬る,,,,,,,,,,,,
2910,内心,,,,,,,,,,,,
2911,技,,,,,,,,,,,,
2912,脚,,,,,,,,,,,,
2913,安堵,,,,,,,,,,,,
2914,顎,,,,,,,,,,,,
2915,最強,,,,,,,,,,,,
2916,貴方,,,,,,,,,,,,
2917,僕ら,,,,,,,,,,,,
2918,脇,,,,,,,,,,,,
2919,ことが出来る,,,,,,,,,,,,
2920,人類,,,,,,,,,,,,
2921,お姉さん,,,,,,,,,,,,
2922,囁く,,,,,,,,,,,,
2923,騙す,,,,,,,,,,,,
2924,ため息,,,,,,,,,,,,
2925,塊,,,,,,,,,,,,
2926,呆然,,,,,,,,,,,,
2927,ため息をつく,,,,,,,,,,,,
2928,お菓子,,,,,,,,,,,,
2929,部隊,,,,,,,,,,,,
2930,訊く,,,,,,,,,,,,
2931,呪い,,,,,,,,,,,,
2932,発動,,,,,,,,,,,,
2933,試合,,,,,,,,,,,,
2934,ねぇ,,,,,,,,,,,,
2935,でしたら,,,,,,,,,,,,
2936,気持ちよい,,,,,,,,,,,,
2937,槍,,,,,,,,,,,,
2938,繋がる,,,,,,,,,,,,
2939,弾く,,,,,,,,,,,,
2940,やれやれ,,,,,,,,,,,,
2941,伝説,,,,,,,,,,,,
2942,銃,,,,,,,,,,,,
2943,盾,,,,,,,,,,,,
2944,駆け寄る,,,,,,,,,,,,
2945,無数,,,,,,,,,,,,
2946,喧嘩,,,,,,,,,,,,
2947,通路,,,,,,,,,,,,
2948,父さん,,,,,,,,,,,,
2949,天使,,,,,,,,,,,,
2950,可愛らしい,,,,,,,,,,,,
2951,見渡す,,,,,,,,,,,,
2952,地図,,,,,,,,,,,,
2953,傍,,,,,,,,,,,,
2954,そりゃあ,,,,,,,,,,,,
2955,大人しい,,,,,,,,,,,,
2956,揺らす,,,,,,,,,,,,
2957,隊,,,,,,,,,,,,
2958,困惑,,,,,,,,,,,,
2959,あのね,,,,,,,,,,,,
2960,こいつら,,,,,,,,,,,,
2961,吐き出す,,,,,,,,,,,,
2962,目を向ける,,,,,,,,,,,,
2963,昨夜,,,,,,,,,,,,
2964,刀,,,,,,,,,,,,
2965,気持ち悪い,,,,,,,,,,,,
2966,回収,,,,,,,,,,,,
2967,ガキ,,,,,,,,,,,,
2968,室内,,,,,,,,,,,,
2969,竜,,,,,,,,,,,,
2970,脱出,,,,,,,,,,,,
2971,画面,,,,,,,,,,,,
2972,問い,,,,,,,,,,,,
2973,銀,,,,,,,,,,,,
2974,無茶,,,,,,,,,,,,
2975,舞う,,,,,,,,,,,,
2976,夕食,,,,,,,,,,,,
2977,歪む,,,,,,,,,,,,
2978,不意,,,,,,,,,,,,
2979,刃,,,,,,,,,,,,
2980,布団,,,,,,,,,,,,
2981,天才,,,,,,,,,,,,
2982,あなたたち,,,,,,,,,,,,
2983,唐突,,,,,,,,,,,,
2984,手に取る,,,,,,,,,,,,
2985,らしき,,,,,,,,,,,,
2986,曲,,,,,,,,,,,,
2987,親友,,,,,,,,,,,,
2988,出現,,,,,,,,,,,,
2989,なんだと,,,,,,,,,,,,
2990,風呂,,,,,,,,,,,,
2991,任務,,,,,,,,,,,,
2992,ドキドキ,,,,,,,,,,,,
2993,膨らむ,,,,,,,,,,,,
2994,下着,,,,,,,,,,,,
2995,奥さん,,,,,,,,,,,,
2996,人影,,,,,,,,,,,,
2997,翼,,,,,,,,,,,,
2998,社長,,,,,,,,,,,,
2999,回避,,,,,,,,,,,,
3000,大地,,,,,,,,,,,,
3001,染める,,,,,,,,,,,,
3002,僅か,,,,,,,,,,,,
3003,頭上,,,,,,,,,,,,
3004,城,,,,,,,,,,,,
3005,威力,,,,,,,,,,,,
3006,遮る,,,,,,,,,,,,
3007,振り回す,,,,,,,,,,,,
3008,ったく,,,,,,,,,,,,
3009,言う通り,,,,,,,,,,,,
3010,目を細める,,,,,,,,,,,,
3011,攻める,,,,,,,,,,,,
3012,試験,,,,,,,,,,,,
3013,子供たち,,,,,,,,,,,,
3014,不機嫌,,,,,,,,,,,,
3015,鍛える,,,,,,,,,,,,
3016,朝食,,,,,,,,,,,,
3017,押しつける,,,,,,,,,,,,
3018,途端,,,,,,,,,,,,
3019,地球,,,,,,,,,,,,
3020,かもしれん,,,,,,,,,,,,
3021,食堂,,,,,,,,,,,,
3022,気が付く,,,,,,,,,,,,
3023,店員,,,,,,,,,,,,
3024,お父様,,,,,,,,,,,,
3025,もしもし,,,,,,,,,,,,
3026,ぎゅっと,,,,,,,,,,,,
3027,うんうん,,,,,,,,,,,,
3028,一発,,,,,,,,,,,,
3029,教会,,,,,,,,,,,,
3030,小説,,,,,,,,,,,,
3031,眉,,,,,,,,,,,,
3032,小声,,,,,,,,,,,,
3033,拭う,,,,,,,,,,,,
3034,防御,,,,,,,,,,,,
3035,生き残る,,,,,,,,,,,,
3036,皿,,,,,,,,,,,,
3037,五十,,,,,,,,,,,,
3038,バイト,,,,,,,,,,,,
3039,彼氏,,,,,,,,,,,,
3040,気のせい,,,,,,,,,,,,
3041,筋肉,,,,,,,,,,,,
3042,紅茶,,,,,,,,,,,,
3043,ボタン,,,,,,,,,,,,
3044,衣装,,,,,,,,,,,,
3045,罠,,,,,,,,,,,,
3046,突き出す,,,,,,,,,,,,
3047,かすか,,,,,,,,,,,,
3048,片付ける,,,,,,,,,,,,
3049,越し,,,,,,,,,,,,
3050,駆ける,,,,,,,,,,,,
3051,充分,,,,,,,,,,,,
3052,被害者,,,,,,,,,,,,
3053,卵,,,,,,,,,,,,
3054,何やら,,,,,,,,,,,,
3055,匹,,,,,,,,,,,,
3056,混じる,,,,,,,,,,,,
3057,空中,,,,,,,,,,,,
3058,生物,,,,,,,,,,,,
3059,合流,,,,,,,,,,,,
3060,足を止める,,,,,,,,,,,,
3061,いやあ,,,,,,,,,,,,
3062,再会,,,,,,,,,,,,
3063,羨ましい,,,,,,,,,,,,
3064,二階,,,,,,,,,,,,
3065,仕草,,,,,,,,,,,,
3066,回転,,,,,,,,,,,,
3067,師匠,,,,,,,,,,,,
3068,跳ねる,,,,,,,,,,,,
3069,お客様,,,,,,,,,,,,
3070,待機,,,,,,,,,,,,
3071,様,,,,,,,,,,,,
3072,問いかける,,,,,,,,,,,,
3073,ほんの少し,,,,,,,,,,,,
3074,即座に,,,,,,,,,,,,
3075,完了,,,,,,,,,,,,
3076,手元,,,,,,,,,,,,
3077,吸い込む,,,,,,,,,,,,
3078,誕生日,,,,,,,,,,,,
3079,動作,,,,,,,,,,,,
3080,てめえ,,,,,,,,,,,,
3081,暴走,,,,,,,,,,,,
3082,抱きつく,,,,,,,,,,,,
3083,お風呂,,,,,,,,,,,,
3084,言い切る,,,,,,,,,,,,
3085,すなわち,,,,,,,,,,,,
3086,気まずい,,,,,,,,,,,,
3087,挑む,,,,,,,,,,,,
3088,女神,,,,,,,,,,,,
3089,枝,,,,,,,,,,,,
3090,台詞,,,,,,,,,,,,
3091,帯びる,,,,,,,,,,,,
3092,片方,,,,,,,,,,,,
3093,反論,,,,,,,,,,,,
3094,ふーん,,,,,,,,,,,,
3095,返答,,,,,,,,,,,,
3096,黒髪,,,,,,,,,,,,
3097,大会,,,,,,,,,,,,
3098,互い,,,,,,,,,,,,
3099,鎧,,,,,,,,,,,,
3100,めちゃくちゃ,,,,,,,,,,,,
3101,見合わせる,,,,,,,,,,,,
3102,手のひら,,,,,,,,,,,,
3103,噛む,,,,,,,,,,,,
3104,ちらり,,,,,,,,,,,,
3105,袖,,,,,,,,,,,,
3106,真っ白,,,,,,,,,,,,
3107,装備,,,,,,,,,,,,
3108,異様,,,,,,,,,,,,
3109,迷い,,,,,,,,,,,,
