Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
11844,あっけらかん,,,,,,,,,,,,
11851,パラパラ,,,,,,,,,,,,
11858,ことさら,,,,,,,,,,,,
11878,ちょうど良い,,,,,,,,,,,,
11881,もごもご,,,,,,,,,,,,
11898,トントン,,,,,,,,,,,,
11948,黒々,,,,,,,,,,,,
11956,ぞくぞく,,,,,,,,,,,,
11968,猛然,,,,,,,,,,,,
11977,げんなり,,,,,,,,,,,,
11987,ぐんぐん,,,,,,,,,,,,
12016,ちゅー,,,,,,,,,,,,
12023,今更ながら,,,,,,,,,,,,
12034,めちゃめちゃ,,,,,,,,,,,,
12039,なるべく早く,,,,,,,,,,,,
12040,暗に,,,,,,,,,,,,
12042,より上,,,,,,,,,,,,
12055,ひいては,,,,,,,,,,,,
12063,毛頭,,,,,,,,,,,,
12067,ころころ,,,,,,,,,,,,
12094,ああやって,,,,,,,,,,,,
12097,ふかふか,,,,,,,,,,,,
12134,ビシッと,,,,,,,,,,,,
12160,サラサラ,,,,,,,,,,,,
12167,ごそごそ,,,,,,,,,,,,
12233,ぽろぽろ,,,,,,,,,,,,
12246,正直言って,,,,,,,,,,,,
12294,依然,,,,,,,,,,,,
12301,ガラガラ,,,,,,,,,,,,
12302,どくん,,,,,,,,,,,,
12317,より大きい,,,,,,,,,,,,
12329,まあいいか,,,,,,,,,,,,
12334,とんでも,,,,,,,,,,,,
12365,ざっくり,,,,,,,,,,,,
12373,イマイチ,,,,,,,,,,,,
12409,ずんずん,,,,,,,,,,,,
12418,色々あって,,,,,,,,,,,,
12420,じろり,,,,,,,,,,,,
12426,ただならぬ,,,,,,,,,,,,
12447,ぬるぬる,,,,,,,,,,,,
12479,着々,,,,,,,,,,,,
12481,ずる,,,,,,,,,,,,
12532,おっとり,,,,,,,,,,,,
12542,忽然,,,,,,,,,,,,
12545,こうすれば,,,,,,,,,,,,
12563,ふっくら,,,,,,,,,,,,
12576,取りあえず,,,,,,,,,,,,
12577,パチン,,,,,,,,,,,,
12580,グルグル,,,,,,,,,,,,
12583,ぎっしり,,,,,,,,,,,,
12598,ほっそり,,,,,,,,,,,,
12611,ぱくぱく,,,,,,,,,,,,
12618,流石は,,,,,,,,,,,,
12631,ピンと来る,,,,,,,,,,,,
12651,だん,,,,,,,,,,,,
12667,よろ,,,,,,,,,,,,
12699,ブンブン,,,,,,,,,,,,
12725,ゴクリ,,,,,,,,,,,,
12785,ダラダラ,,,,,,,,,,,,
12827,ぐらり,,,,,,,,,,,,
12837,ややあって,,,,,,,,,,,,
12838,いとも,,,,,,,,,,,,
12844,こくん,,,,,,,,,,,,
12857,あまつさえ,,,,,,,,,,,,
12867,くすくす笑う,,,,,,,,,,,,
12872,しんみり,,,,,,,,,,,,
12885,どうすることもできない,,,,,,,,,,,,
12901,だらり,,,,,,,,,,,,
12925,ギョッと,,,,,,,,,,,,
12937,常々,,,,,,,,,,,,
12963,じゃーん,,,,,,,,,,,,
12977,いっぱいいっぱい,,,,,,,,,,,,
13003,みっちり,,,,,,,,,,,,
13042,ハラハラ,,,,,,,,,,,,
13056,ぐいと,,,,,,,,,,,,
13069,そうこう,,,,,,,,,,,,
13079,甚だ,,,,,,,,,,,,
13137,うとうと,,,,,,,,,,,,
13164,とてもとても,,,,,,,,,,,,
13207,パクパク,,,,,,,,,,,,
13213,細々,,,,,,,,,,,,
13244,じたばた,,,,,,,,,,,,
13246,ちゃっかり,,,,,,,,,,,,
13248,バンバン,,,,,,,,,,,,
13253,のこのこ,,,,,,,,,,,,
13274,予め,,,,,,,,,,,,
13284,ガッカリ,,,,,,,,,,,,
13287,へいへい,,,,,,,,,,,,
13301,精々,,,,,,,,,,,,
13322,もしそうなら,,,,,,,,,,,,
13324,じろじろ,,,,,,,,,,,,
13328,チュー,,,,,,,,,,,,
13357,見る見る,,,,,,,,,,,,
13373,ぴしゃり,,,,,,,,,,,,
13401,しかと,,,,,,,,,,,,
13411,まずない,,,,,,,,,,,,
13433,かれこれ,,,,,,,,,,,,
13454,ガツン,,,,,,,,,,,,
13457,如何に,,,,,,,,,,,,
13460,はたと,,,,,,,,,,,,
13462,ツンと,,,,,,,,,,,,
13472,にんまり,,,,,,,,,,,,
13473,ちらと,,,,,,,,,,,,
13495,きゅん,,,,,,,,,,,,
13504,むっつり,,,,,,,,,,,,
13520,かねて,,,,,,,,,,,,
13578,びくともしない,,,,,,,,,,,,
13587,にゃー,,,,,,,,,,,,
13633,ぞくり,,,,,,,,,,,,
13649,とぼとぼ,,,,,,,,,,,,
13654,ぴくぴく,,,,,,,,,,,,
13659,はるばる,,,,,,,,,,,,
13677,どきり,,,,,,,,,,,,
13725,わなわな,,,,,,,,,,,,
13738,どうかしてる,,,,,,,,,,,,
13747,然,,,,,,,,,,,,
13767,一寸,,,,,,,,,,,,
13770,正に,,,,,,,,,,,,
13777,ギラギラ,,,,,,,,,,,,
13779,ウロウロ,,,,,,,,,,,,
13783,がらん,,,,,,,,,,,,
13788,ごしごし,,,,,,,,,,,,
13798,しゅんと,,,,,,,,,,,,
13825,バクバク,,,,,,,,,,,,
13833,みすみす,,,,,,,,,,,,
13866,へらへら,,,,,,,,,,,,
13894,どうもありがとう,,,,,,,,,,,,
13936,プルプル,,,,,,,,,,,,
13939,くまなく,,,,,,,,,,,,
13987,するする,,,,,,,,,,,,
14006,コロコロ,,,,,,,,,,,,
14015,すたすた,,,,,,,,,,,,
14027,ブッ,,,,,,,,,,,,
14035,どうあっても,,,,,,,,,,,,
14102,すらすら,,,,,,,,,,,,
14103,却って,,,,,,,,,,,,
14110,まったり,,,,,,,,,,,,
14162,ずばり,,,,,,,,,,,,
14172,まったくもう,,,,,,,,,,,,
14183,何故だか,,,,,,,,,,,,
14191,ともども,,,,,,,,,,,,
14223,わんわん,,,,,,,,,,,,
14229,ひくひく,,,,,,,,,,,,
14312,ぴょんぴょん,,,,,,,,,,,,
14317,ピクピク,,,,,,,,,,,,
14329,やすやす,,,,,,,,,,,,
14332,ゆるり,,,,,,,,,,,,
14344,あわよくば,,,,,,,,,,,,
14424,ピカピカ,,,,,,,,,,,,
14448,丸々,,,,,,,,,,,,
14482,ごっそり,,,,,,,,,,,,
14506,チラッと,,,,,,,,,,,,
14508,なまじ,,,,,,,,,,,,
14520,どの道,,,,,,,,,,,,
14554,ちょこちょこ,,,,,,,,,,,,
14608,ゾクゾク,,,,,,,,,,,,
14622,道すがら,,,,,,,,,,,,
14624,言わば,,,,,,,,,,,,
14630,ひしひし,,,,,,,,,,,,
14640,くんくん,,,,,,,,,,,,
14659,青々,,,,,,,,,,,,
14661,ブルブル,,,,,,,,,,,,
14676,とろん,,,,,,,,,,,,
14687,バタン,,,,,,,,,,,,
14690,ぽかぽか,,,,,,,,,,,,
14710,よくも,,,,,,,,,,,,
14716,そうやって,,,,,,,,,,,,
14743,くっく,,,,,,,,,,,,
14761,ぐらぐら,,,,,,,,,,,,
14771,ちぃ,,,,,,,,,,,,
14783,まざまざ,,,,,,,,,,,,
14786,そうこうしているうちに,,,,,,,,,,,,
14798,とやかく言う,,,,,,,,,,,,
14815,丁度良い,,,,,,,,,,,,
14847,ずっしり,,,,,,,,,,,,
14889,おうおう,,,,,,,,,,,,
14976,ツンツン,,,,,,,,,,,,
14979,つかつか,,,,,,,,,,,,
14985,わいわい,,,,,,,,,,,,
14989,ドクン,,,,,,,,,,,,
14995,もしよかったら,,,,,,,,,,,,
15029,さもなくば,,,,,,,,,,,,
15043,ガクガク,,,,,,,,,,,,
15047,何故なら,,,,,,,,,,,,
15075,コクリ,,,,,,,,,,,,
15110,ぎくり,,,,,,,,,,,,
15121,とかく,,,,,,,,,,,,
15148,てきぱき,,,,,,,,,,,,
15189,もうもう,,,,,,,,,,,,
15192,よくもまあ,,,,,,,,,,,,
15224,がっつり,,,,,,,,,,,,
15258,転々,,,,,,,,,,,,
15264,ドンドン,,,,,,,,,,,,
15272,もたもた,,,,,,,,,,,,
15276,ついこの間,,,,,,,,,,,,
15334,クルクル,,,,,,,,,,,,
15335,クラクラ,,,,,,,,,,,,
15341,カタカタ,,,,,,,,,,,,
15412,どっしり,,,,,,,,,,,,
15427,ぐるっと,,,,,,,,,,,,
15449,どくどく,,,,,,,,,,,,
15456,すぐ側,,,,,,,,,,,,
15469,しゃあ,,,,,,,,,,,,
15478,おいそれと,,,,,,,,,,,,
15488,広々とした,,,,,,,,,,,,
15500,さしもの,,,,,,,,,,,,
15511,ちら,,,,,,,,,,,,
15520,ズバリ,,,,,,,,,,,,
15555,より良い,,,,,,,,,,,,
15564,ぺろり,,,,,,,,,,,,
15595,ごく一部,,,,,,,,,,,,
15599,きらり,,,,,,,,,,,,
15604,思いの外,,,,,,,,,,,,
15610,すやすや,,,,,,,,,,,,
15627,いとも簡単に,,,,,,,,,,,,
15631,じろじろ見る,,,,,,,,,,,,
15644,ドキリ,,,,,,,,,,,,
15666,ひとえに,,,,,,,,,,,,
15717,うずうず,,,,,,,,,,,,
15781,どろり,,,,,,,,,,,,
15793,どうかしている,,,,,,,,,,,,
15914,なんぼ,,,,,,,,,,,,
15920,ぎゅうぎゅう,,,,,,,,,,,,
15947,ジリジリ,,,,,,,,,,,,
15951,わらわら,,,,,,,,,,,,
16000,ひとりでに,,,,,,,,,,,,
16027,逐一,,,,,,,,,,,,
16044,総じて,,,,,,,,,,,,
16078,こく,,,,,,,,,,,,
16105,先ず,,,,,,,,,,,,
16128,俄然,,,,,,,,,,,,
16136,ウキウキ,,,,,,,,,,,,
16142,ガ,,,,,,,,,,,,
16161,どうの,,,,,,,,,,,,
16201,グズグズ,,,,,,,,,,,,
16209,夜通し,,,,,,,,,,,,
16211,バーン,,,,,,,,,,,,
16216,フワフワ,,,,,,,,,,,,
16240,すとん,,,,,,,,,,,,
16254,オロオロ,,,,,,,,,,,,
16263,どうぞよろしく,,,,,,,,,,,,
16272,洗いざらい,,,,,,,,,,,,
16279,いかにして,,,,,,,,,,,,
16339,もふもふ,,,,,,,,,,,,
16346,グイグイ,,,,,,,,,,,,
16373,モジモジ,,,,,,,,,,,,
16404,なおのこと,,,,,,,,,,,,
16438,勝手にしろ,,,,,,,,,,,,
16462,グリグリ,,,,,,,,,,,,
16483,まんざらでもない,,,,,,,,,,,,
16485,おっかなびっくり,,,,,,,,,,,,
16487,さすれば,,,,,,,,,,,,
16494,とてもじゃないが,,,,,,,,,,,,
16543,チョロい,,,,,,,,,,,,
16560,よろしゅう,,,,,,,,,,,,
16570,ニコリ,,,,,,,,,,,,
16604,ほいほい,,,,,,,,,,,,
16608,あんぐり,,,,,,,,,,,,
16651,むずむず,,,,,,,,,,,,
16656,もっとたくさん,,,,,,,,,,,,
16667,どうしたもんか,,,,,,,,,,,,
16676,のうのう,,,,,,,,,,,,
16684,そろり,,,,,,,,,,,,
16687,ぼそっと,,,,,,,,,,,,
16688,がらり,,,,,,,,,,,,
16690,できるだけ早く,,,,,,,,,,,,
16732,皆目,,,,,,,,,,,,
16736,どうであれ,,,,,,,,,,,,
16780,ひやり,,,,,,,,,,,,
16819,ぺろぺろ,,,,,,,,,,,,
16860,ずかずか,,,,,,,,,,,,
16862,とろり,,,,,,,,,,,,
16868,つるつる,,,,,,,,,,,,
16869,てんで,,,,,,,,,,,,
16873,ごつごつ,,,,,,,,,,,,
16875,優に,,,,,,,,,,,,
16896,ズルズル,,,,,,,,,,,,
16930,ぺたん,,,,,,,,,,,,
16943,よりか,,,,,,,,,,,,
17009,益々,,,,,,,,,,,,
17019,キュン,,,,,,,,,,,,
17022,直ぐ,,,,,,,,,,,,
17086,些か,,,,,,,,,,,,
17141,とんと,,,,,,,,,,,,
17157,ボーっと,,,,,,,,,,,,
17162,びっしょり,,,,,,,,,,,,
17167,ちょん,,,,,,,,,,,,
17220,易々,,,,,,,,,,,,
17229,ぼちぼち,,,,,,,,,,,,
17277,少しでも早く,,,,,,,,,,,,
17283,べっとり,,,,,,,,,,,,
17307,トロトロ,,,,,,,,,,,,
17329,ぱあっと,,,,,,,,,,,,
17347,テキパキ,,,,,,,,,,,,
17351,寧ろ,,,,,,,,,,,,
17352,どうこう言う,,,,,,,,,,,,
17359,バチバチ,,,,,,,,,,,,
17362,ちょっと難しい,,,,,,,,,,,,
17407,ぎくしゃく,,,,,,,,,,,,
17423,そっくりそのまま,,,,,,,,,,,,
17438,サクサク,,,,,,,,,,,,
17455,ソワソワ,,,,,,,,,,,,
17463,ちょこっと,,,,,,,,,,,,
17505,ぎゅって,,,,,,,,,,,,
17514,取り敢えず,,,,,,,,,,,,
17541,しばらくしてから,,,,,,,,,,,,
17551,殊更,,,,,,,,,,,,
17552,ぐにゃり,,,,,,,,,,,,
17559,晴れ晴れ,,,,,,,,,,,,
17563,一番多い,,,,,,,,,,,,
17590,すっげぇ,,,,,,,,,,,,
17603,イラッと,,,,,,,,,,,,
17608,たんと,,,,,,,,,,,,
17637,ちやほや,,,,,,,,,,,,
17649,くるっと,,,,,,,,,,,,
17667,じーっと,,,,,,,,,,,,
17678,ごくっ,,,,,,,,,,,,
17700,ゆくゆく,,,,,,,,,,,,
17714,カッとなる,,,,,,,,,,,,
17718,なぜならば,,,,,,,,,,,,
17737,つやつや,,,,,,,,,,,,
17750,どーん,,,,,,,,,,,,
17756,くりくり,,,,,,,,,,,,
17771,さしずめ,,,,,,,,,,,,
17787,ちまちま,,,,,,,,,,,,
17803,ばっさり,,,,,,,,,,,,
17840,かくも,,,,,,,,,,,,
17856,共々,,,,,,,,,,,,
17875,ヘラヘラ,,,,,,,,,,,,
17913,ごたごた,,,,,,,,,,,,
17972,早々,,,,,,,,,,,,
17985,自ずと,,,,,,,,,,,,
17999,やっとのことで,,,,,,,,,,,,
18004,ガチャガチャ,,,,,,,,,,,,
18005,ちょうど今,,,,,,,,,,,,
18047,くねくね,,,,,,,,,,,,
18050,夜な夜な,,,,,,,,,,,,
18057,ニッと,,,,,,,,,,,,
18076,のほほん,,,,,,,,,,,,
18107,チカチカ,,,,,,,,,,,,
18189,ドクドク,,,,,,,,,,,,
18238,ぷにぷに,,,,,,,,,,,,
18254,ドタバタ,,,,,,,,,,,,
18299,宜しく,,,,,,,,,,,,
18315,ピンピン,,,,,,,,,,,,
18319,ぺたぺた,,,,,,,,,,,,
18342,ふつふつ,,,,,,,,,,,,
18359,どうってことない,,,,,,,,,,,,
18383,ぷんぷん,,,,,,,,,,,,
18384,ぽたぽた,,,,,,,,,,,,
18389,ごほん,,,,,,,,,,,,
18405,めっきり,,,,,,,,,,,,
18406,ぷいっと,,,,,,,,,,,,
18429,とにもかくにも,,,,,,,,,,,,
18443,全くもって,,,,,,,,,,,,
18458,ごろん,,,,,,,,,,,,
18463,サクッ,,,,,,,,,,,,
18480,往々にして,,,,,,,,,,,,
18504,じり,,,,,,,,,,,,
18512,ぷっくり,,,,,,,,,,,,
18526,ばっと,,,,,,,,,,,,
18558,どうもこうも,,,,,,,,,,,,
18581,のっそり,,,,,,,,,,,,
18590,デレデレ,,,,,,,,,,,,
18601,奇しくも,,,,,,,,,,,,
18620,ジロジロ見る,,,,,,,,,,,,
18627,さぞや,,,,,,,,,,,,
18666,つらつら,,,,,,,,,,,,
18678,まんざら,,,,,,,,,,,,
18784,すっぱり,,,,,,,,,,,,
18823,ガシャン,,,,,,,,,,,,
18833,強いて言えば,,,,,,,,,,,,
18834,ガクガク,,,,,,,,,,,,
18854,そうっと,,,,,,,,,,,,
18864,ほとほと,,,,,,,,,,,,
18882,殊に,,,,,,,,,,,,
18916,順次,,,,,,,,,,,,
18983,刻々,,,,,,,,,,,,
19003,しゃんと,,,,,,,,,,,,
19008,ついぞ,,,,,,,,,,,,
19067,じんじん,,,,,,,,,,,,
19087,ブラブラ,,,,,,,,,,,,
19091,グダグダ,,,,,,,,,,,,
19097,さもないと,,,,,,,,,,,,
19107,勢,,,,,,,,,,,,
19115,漸く,,,,,,,,,,,,
19120,ズキズキ,,,,,,,,,,,,
19127,どぎまぎ,,,,,,,,,,,,
19140,ぶるり,,,,,,,,,,,,
19148,ぽりぽり,,,,,,,,,,,,
19319,げっそり,,,,,,,,,,,,
19344,ヌルヌル,,,,,,,,,,,,
19405,ガタン,,,,,,,,,,,,
19425,クスクス笑う,,,,,,,,,,,,
19433,ぽつりぽつり,,,,,,,,,,,,
19436,もそもそ,,,,,,,,,,,,
19452,ほっこり,,,,,,,,,,,,
19483,ぼさぼさ,,,,,,,,,,,,
19494,ちらっと見る,,,,,,,,,,,,
19528,チクチク,,,,,,,,,,,,
19594,ずっと前に,,,,,,,,,,,,
19611,ぷっと,,,,,,,,,,,,
19651,ゴリゴリ,,,,,,,,,,,,
19698,こうすると,,,,,,,,,,,,
19719,くつくつ,,,,,,,,,,,,
19748,ぐっしょり,,,,,,,,,,,,
19763,のびのび,,,,,,,,,,,,
19810,ぐるぐる巻き,,,,,,,,,,,,
19818,ぽろり,,,,,,,,,,,,
19870,うじうじ,,,,,,,,,,,,
19878,ドカン,,,,,,,,,,,,
19884,しと,,,,,,,,,,,,
19887,どさり,,,,,,,,,,,,
19891,決然,,,,,,,,,,,,
19928,一向,,,,,,,,,,,,
19966,こうやって,,,,,,,,,,,,
19972,もしかしなくても,,,,,,,,,,,,
19975,しっくり,,,,,,,,,,,,
19978,どっちみち,,,,,,,,,,,,
19997,成程,,,,,,,,,,,,
20010,ヒソヒソ,,,,,,,,,,,,
20044,むざむざ,,,,,,,,,,,,
20050,もしか,,,,,,,,,,,,
20060,ピンポーン,,,,,,,,,,,,
20084,かくて,,,,,,,,,,,,
20106,ガッチリ,,,,,,,,,,,,
20145,もしものこと,,,,,,,,,,,,
20159,とくと,,,,,,,,,,,,
20213,ポロポロ,,,,,,,,,,,,
20235,びしょびしょ,,,,,,,,,,,,
20246,ふらっと,,,,,,,,,,,,
20264,ぬっと,,,,,,,,,,,,
20265,びゅっ,,,,,,,,,,,,
20281,ほのぼの,,,,,,,,,,,,
20299,ちょこまか,,,,,,,,,,,,
20308,つぶさに,,,,,,,,,,,,
20315,まずまず,,,,,,,,,,,,
20318,すごすご,,,,,,,,,,,,
20322,ゴツゴツ,,,,,,,,,,,,
20341,手ずから,,,,,,,,,,,,
20344,さわさわ,,,,,,,,,,,,
20349,がばっと,,,,,,,,,,,,
20364,はらり,,,,,,,,,,,,
20377,とん,,,,,,,,,,,,
20405,ギロリ,,,,,,,,,,,,
20418,如何にも,,,,,,,,,,,,
20483,むくむく,,,,,,,,,,,,
20487,ちびちび,,,,,,,,,,,,
20508,うねうね,,,,,,,,,,,,
20523,まず第一に,,,,,,,,,,,,
20554,ざり,,,,,,,,,,,,
20562,バッサリ,,,,,,,,,,,,
20581,ぺたり,,,,,,,,,,,,
20586,ジンジン,,,,,,,,,,,,
20592,暫し,,,,,,,,,,,,
20596,ちくり,,,,,,,,,,,,
20632,キッチリ,,,,,,,,,,,,
20641,こぢんまり,,,,,,,,,,,,
20690,ちょっとやそっと,,,,,,,,,,,,
20693,さもなければ,,,,,,,,,,,,
20694,パクリ,,,,,,,,,,,,
20700,きっかり,,,,,,,,,,,,
20716,ともかくも,,,,,,,,,,,,
20724,うつらうつら,,,,,,,,,,,,
20736,より小さい,,,,,,,,,,,,
20757,すっくと,,,,,,,,,,,,
20776,ホイホイ,,,,,,,,,,,,
20808,たとい,,,,,,,,,,,,
20820,きびきび,,,,,,,,,,,,
20845,むにゃむにゃ,,,,,,,,,,,,
20914,ささっと,,,,,,,,,,,,
20948,ぶち破る,,,,,,,,,,,,
20966,しくしく,,,,,,,,,,,,
21001,ぷりぷり,,,,,,,,,,,,
21013,赤々,,,,,,,,,,,,
21039,どうのこうの,,,,,,,,,,,,
21058,ごにょごにょ,,,,,,,,,,,,
21106,悉く,,,,,,,,,,,,
21140,ぶるっと,,,,,,,,,,,,
21146,つべこべ,,,,,,,,,,,,
21157,ギクシャク,,,,,,,,,,,,
21196,めちゃ,,,,,,,,,,,,
21213,何故に,,,,,,,,,,,,
21216,ちょろちょろ,,,,,,,,,,,,
21229,うかうか,,,,,,,,,,,,
21230,やきもき,,,,,,,,,,,,
21245,ポカポカ,,,,,,,,,,,,
21256,どうかして,,,,,,,,,,,,
21271,ムズムズ,,,,,,,,,,,,
21289,ワンワン,,,,,,,,,,,,
21313,ガツガツ,,,,,,,,,,,,
21336,ひゅー,,,,,,,,,,,,
21339,ぐら,,,,,,,,,,,,
21371,ごくん,,,,,,,,,,,,
21399,何卒,,,,,,,,,,,,
21404,ポツン,,,,,,,,,,,,
21418,のそのそ,,,,,,,,,,,,
21438,薄っすら,,,,,,,,,,,,
21462,ああいった,,,,,,,,,,,,
21488,ふうっと,,,,,,,,,,,,
21499,ゴチャゴチャ,,,,,,,,,,,,
21519,ジロジロ,,,,,,,,,,,,
21528,ばいいん,,,,,,,,,,,,
21531,ヒヤヒヤ,,,,,,,,,,,,
21546,むくり,,,,,,,,,,,,
21560,ぶくぶく,,,,,,,,,,,,
21564,ぴょこん,,,,,,,,,,,,
21603,ドッと,,,,,,,,,,,,
21604,やっとの思いで,,,,,,,,,,,,
21666,モフモフ,,,,,,,,,,,,
21698,なみなみ,,,,,,,,,,,,
21713,もくもく,,,,,,,,,,,,
21746,つつある,,,,,,,,,,,,
21751,ちく,,,,,,,,,,,,
21771,ぱっちり,,,,,,,,,,,,
21772,きゅう,,,,,,,,,,,,
21780,ペロペロ,,,,,,,,,,,,
21820,もうたくさん,,,,,,,,,,,,
21825,たんまり,,,,,,,,,,,,
21959,正直者,,,,,,,,,,,,
21976,プンプン,,,,,,,,,,,,
21994,ちょっくら,,,,,,,,,,,,
22044,よしんば,,,,,,,,,,,,
22070,キッパリ,,,,,,,,,,,,
22073,ちゃっちゃと,,,,,,,,,,,,
22081,どっぷり,,,,,,,,,,,,
22084,たらふく,,,,,,,,,,,,
22093,ふさふさ,,,,,,,,,,,,
22103,ぐんと,,,,,,,,,,,,
22128,つるり,,,,,,,,,,,,
22149,ゴシゴシ,,,,,,,,,,,,
22152,楽々,,,,,,,,,,,,
22166,ばち,,,,,,,,,,,,
22171,ガックリ,,,,,,,,,,,,
22201,ざらざら,,,,,,,,,,,,
22215,ぱちり,,,,,,,,,,,,
22226,ごくわずか,,,,,,,,,,,,
22286,ずしり,,,,,,,,,,,,
22347,じいっと,,,,,,,,,,,,
22384,フリフリ,,,,,,,,,,,,
22387,ガラリ,,,,,,,,,,,,
22400,かねがね,,,,,,,,,,,,
22419,そーっと,,,,,,,,,,,,
22423,ぱっくり,,,,,,,,,,,,
22427,のらりくらり,,,,,,,,,,,,
22435,ボンヤリ,,,,,,,,,,,,
22440,こんもり,,,,,,,,,,,,
22453,ぱっと見,,,,,,,,,,,,
22465,へなへな,,,,,,,,,,,,
22511,ニコッと,,,,,,,,,,,,
22555,あわや,,,,,,,,,,,,
22573,ずぶずぶ,,,,,,,,,,,,
22600,いと,,,,,,,,,,,,
22642,少ししか,,,,,,,,,,,,
22646,くすっと笑う,,,,,,,,,,,,
22653,しきり,,,,,,,,,,,,
22676,ゴホン,,,,,,,,,,,,
22691,じめじめ,,,,,,,,,,,,
22694,うるうる,,,,,,,,,,,,
22785,わけて,,,,,,,,,,,,
22801,じゃんじゃん,,,,,,,,,,,,
22834,コリコリ,,,,,,,,,,,,
22843,そうそうない,,,,,,,,,,,,
22865,しこたま,,,,,,,,,,,,
22908,ぬくぬく,,,,,,,,,,,,
22936,ぽたり,,,,,,,,,,,,
22943,やおら,,,,,,,,,,,,
22974,ぽっと,,,,,,,,,,,,
22978,よく通る声,,,,,,,,,,,,
22984,早速ですが,,,,,,,,,,,,
23038,またとない,,,,,,,,,,,,
23055,まるきり,,,,,,,,,,,,
23067,ごろりと,,,,,,,,,,,,
23077,ガッツリ,,,,,,,,,,,,
23101,まっぴら,,,,,,,,,,,,
23168,だらん,,,,,,,,,,,,
23209,広々,,,,,,,,,,,,
23219,くいくい,,,,,,,,,,,,
23240,ボンボン,,,,,,,,,,,,
23264,ぴくりとも動かない,,,,,,,,,,,,
23271,どっかり,,,,,,,,,,,,
23310,ほくほく,,,,,,,,,,,,
23319,成る程,,,,,,,,,,,,
23323,べとべと,,,,,,,,,,,,
23337,ひりひり,,,,,,,,,,,,
23436,グイッと,,,,,,,,,,,,
23437,ぼけっと,,,,,,,,,,,,
23441,こんがり,,,,,,,,,,,,
23481,きりり,,,,,,,,,,,,
23496,こってり,,,,,,,,,,,,
23534,がやがや,,,,,,,,,,,,
23556,チクリ,,,,,,,,,,,,
23572,一躍,,,,,,,,,,,,
23581,きっとなる,,,,,,,,,,,,
23585,ベトベト,,,,,,,,,,,,
23601,そやつ,,,,,,,,,,,,
23625,よくできました,,,,,,,,,,,,
23631,バシバシ,,,,,,,,,,,,
23672,ぬけぬけ,,,,,,,,,,,,
23705,ストン,,,,,,,,,,,,
23713,おめおめ,,,,,,,,,,,,
23717,こわごわ,,,,,,,,,,,,
23760,ドギマギ,,,,,,,,,,,,
23773,スラスラ,,,,,,,,,,,,
23791,順々に,,,,,,,,,,,,
23792,むか,,,,,,,,,,,,
23802,とことこ,,,,,,,,,,,,
23825,スーッと,,,,,,,,,,,,
23834,ぽうっと,,,,,,,,,,,,
23837,きりっと,,,,,,,,,,,,
23838,バッタ,,,,,,,,,,,,
23842,惚れ惚れ,,,,,,,,,,,,
23885,すい,,,,,,,,,,,,
23932,シャン,,,,,,,,,,,,
23954,どすん,,,,,,,,,,,,
23985,ごうごう,,,,,,,,,,,,
23999,カチャカチャ,,,,,,,,,,,,
24031,キンキン,,,,,,,,,,,,
24063,ギシギシ,,,,,,,,,,,,
24071,ひたひた,,,,,,,,,,,,
24075,ペロリ,,,,,,,,,,,,
24085,くよくよ,,,,,,,,,,,,
24090,ようよう,,,,,,,,,,,,
24149,ぱたり,,,,,,,,,,,,
24161,べらべら,,,,,,,,,,,,
24165,よたよた,,,,,,,,,,,,
24192,ぶすっと,,,,,,,,,,,,
24195,ひとしお,,,,,,,,,,,,
24209,ワイワイ,,,,,,,,,,,,
24248,パッと見,,,,,,,,,,,,
24260,ヒリヒリ,,,,,,,,,,,,
24276,専ら,,,,,,,,,,,,
24288,そうこなくっちゃ,,,,,,,,,,,,
24296,すこしも,,,,,,,,,,,,
24297,よくぞ,,,,,,,,,,,,
24300,どう言う,,,,,,,,,,,,
24308,こつんと,,,,,,,,,,,,
24315,満更でもない,,,,,,,,,,,,
24323,まったくする,,,,,,,,,,,,
24331,ころり,,,,,,,,,,,,
24345,ぱたん,,,,,,,,,,,,
24346,ぷいと,,,,,,,,,,,,
24362,ポーン,,,,,,,,,,,,
24366,クンクン,,,,,,,,,,,,
24372,良く言う,,,,,,,,,,,,
24375,めそめそ,,,,,,,,,,,,
24452,うだうだ,,,,,,,,,,,,
24476,カチリ,,,,,,,,,,,,
24514,ちろちろ,,,,,,,,,,,,
24538,パーッと,,,,,,,,,,,,
24553,ちりちり,,,,,,,,,,,,
24571,ひょいひょい,,,,,,,,,,,,
24588,あまねく,,,,,,,,,,,,
24608,カンカン,,,,,,,,,,,,
24637,一先ず,,,,,,,,,,,,
24639,ぶるん,,,,,,,,,,,,
24640,ふにゃふにゃ,,,,,,,,,,,,
24654,わあわあ,,,,,,,,,,,,
24672,清々,,,,,,,,,,,,
24707,まだまだこれから,,,,,,,,,,,,
24721,ウジウジ,,,,,,,,,,,,
24730,ポロリ,,,,,,,,,,,,
24756,ニャン,,,,,,,,,,,,
24766,ギラリ,,,,,,,,,,,,
24767,しずしず,,,,,,,,,,,,
24795,うろちょろ,,,,,,,,,,,,
24797,おのずから,,,,,,,,,,,,
24801,ぐつぐつ,,,,,,,,,,,,
24816,年来,,,,,,,,,,,,
